chantype,com_mech,num_procs,num_prod,num_cons,iterations,capacity,is_receiver,rank,byte,byte_indi,time,bandwidth,implementation,node
PT2PT,SPSC,2,1,1,10,8,Consumer,0,16,16,0.000003425,0.004350958,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,16,16,0.000003425,0.004350959,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,32,32,0.000003970,0.007506882,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,32,32,0.000003970,0.007506884,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,64,64,0.000006243,0.009547130,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,64,64,0.000006243,0.009547133,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,128,128,0.000011834,0.010073883,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,128,128,0.000011833,0.010073885,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,256,256,0.000022832,0.010442391,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,256,256,0.000022832,0.010442389,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,512,512,0.000044865,0.010628242,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,512,512,0.000044865,0.010628237,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,1024,1024,0.000089541,0.010650747,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,1024,1024,0.000089541,0.010650751,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,2048,2048,0.000178419,0.010690284,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,2048,2048,0.000178419,0.010690282,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,4096,4096,0.000359989,0.010596699,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,4096,4096,0.000359989,0.010596703,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,8192,8192,0.000710528,0.010737647,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,8192,8192,0.000710528,0.010737643,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,16384,16384,0.001407157,0.010843702,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,16384,16384,0.001407158,0.010843696,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,32768,32768,0.002769448,0.011019373,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,32768,32768,0.002769448,0.011019374,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,65536,65536,0.005442499,0.011214546,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,65536,65536,0.005442497,0.011214551,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,131072,131072,0.010771171,0.011333059,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,131072,131072,0.010771176,0.011333053,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,262144,262144,0.021536536,0.011336114,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,262144,262144,0.021536541,0.011336111,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,524288,524288,0.043031888,0.011346963,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,524288,524288,0.043031884,0.011346964,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,1048576,1048576,0.086149045,0.011335732,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,1048576,1048576,0.086149077,0.011335728,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,2097152,2097152,0.172233719,0.011339969,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,2097152,2097152,0.172233802,0.011339963,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,4194304,4194304,0.344531300,0.011337867,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,4194304,4194304,0.344531328,0.011337866,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Consumer,0,8388608,8388608,0.689277175,0.011334337,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,8,Producer,1,8388608,8388608,0.689277624,0.011334330,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,4,4,0.000222738,0.000016725,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,4,4,0.000222738,0.000016725,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,8,8,0.000002869,0.002597288,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,8,8,0.000002869,0.002597288,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,16,16,0.000002720,0.005478972,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,16,16,0.000002720,0.005478973,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,32,32,0.000004177,0.007134692,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,32,32,0.000004177,0.007134693,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,64,64,0.000006483,0.009193424,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,64,64,0.000006483,0.009193423,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,128,128,0.000011760,0.010136672,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,128,128,0.000011760,0.010136672,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,256,256,0.000025052,0.009517024,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,256,256,0.000025052,0.009517027,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,512,512,0.000045278,0.010531228,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,512,512,0.000045278,0.010531229,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,1024,1024,0.000090202,0.010572640,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,1024,1024,0.000090202,0.010572638,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,2048,2048,0.000179762,0.010610387,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,2048,2048,0.000179762,0.010610383,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,4096,4096,0.000361734,0.010545595,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,4096,4096,0.000361734,0.010545592,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,8192,8192,0.000712114,0.010713729,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,8192,8192,0.000712114,0.010713729,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,16384,16384,0.001416646,0.010771069,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,16384,16384,0.001416646,0.010771069,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,32768,32768,0.002787128,0.010949470,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,32768,32768,0.002787128,0.010949470,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,65536,65536,0.005450151,0.011198802,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,65536,65536,0.005450149,0.011198806,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,131072,131072,0.010808435,0.011293986,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,131072,131072,0.010808432,0.011293989,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,262144,262144,0.021524118,0.011342654,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,262144,262144,0.021524125,0.011342650,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,524288,524288,0.043019831,0.011350143,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,524288,524288,0.043019840,0.011350141,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,1048576,1048576,0.086112712,0.011340515,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,1048576,1048576,0.086112732,0.011340512,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,2097152,2097152,0.172111182,0.011348042,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,2097152,2097152,0.172111210,0.011348041,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,4194304,4194304,0.344459770,0.011340221,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,4194304,4194304,0.344459562,0.011340228,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Consumer,0,8388608,8388608,0.689235661,0.011335020,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,16,Producer,1,8388608,8388608,0.689235224,0.011335027,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,4,4,0.000175487,0.000021228,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,4,4,0.000175487,0.000021228,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,8,8,0.000003275,0.002274709,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,8,8,0.000003275,0.002274708,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,16,16,0.000002979,0.005002068,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,16,16,0.000002979,0.005002068,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,32,32,0.000004359,0.006836806,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,32,32,0.000004359,0.006836804,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,64,64,0.000006404,0.009306827,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,64,64,0.000006404,0.009306824,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,128,128,0.000011942,0.009982439,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,128,128,0.000011942,0.009982437,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,256,256,0.000023236,0.010260564,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,256,256,0.000023236,0.010260561,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,512,512,0.000045994,0.010367377,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,512,512,0.000045994,0.010367379,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,1024,1024,0.000091328,0.010442334,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,1024,1024,0.000091328,0.010442340,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,2048,2048,0.000182529,0.010449536,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,2048,2048,0.000182529,0.010449539,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,4096,4096,0.000365115,0.010447931,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,4096,4096,0.000365115,0.010447929,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,8192,8192,0.000721787,0.010570141,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,8192,8192,0.000721788,0.010570139,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,16384,16384,0.001428776,0.010679624,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,16384,16384,0.001428776,0.010679624,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,32768,32768,0.002799296,0.010901876,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,32768,32768,0.002799296,0.010901874,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,65536,65536,0.005462277,0.011173941,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,65536,65536,0.005462275,0.011173944,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,131072,131072,0.010753026,0.011352183,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,131072,131072,0.010753024,0.011352184,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,262144,262144,0.021494621,0.011358220,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,262144,262144,0.021494620,0.011358220,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,524288,524288,0.042954867,0.011367309,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,524288,524288,0.042954885,0.011367304,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,1048576,1048576,0.085996826,0.011355797,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,1048576,1048576,0.085996861,0.011355792,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,2097152,2097152,0.172076264,0.011350345,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,2097152,2097152,0.172076340,0.011350340,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,4194304,4194304,0.343222333,0.011381107,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,4194304,4194304,0.343222306,0.011381108,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Consumer,0,8388608,8388608,0.686439860,0.011381186,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,32,Producer,1,8388608,8388608,0.686439590,0.011381191,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,4,4,0.000006829,0.000545518,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,4,4,0.000006829,0.000545518,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,8,8,0.000003274,0.002275681,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,8,8,0.000003274,0.002275682,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,16,16,0.000002931,0.005084159,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,16,16,0.000002931,0.005084158,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,32,32,0.000004291,0.006945471,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,32,32,0.000004291,0.006945473,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,64,64,0.000006232,0.009564288,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,64,64,0.000006232,0.009564288,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,128,128,0.000011770,0.010128318,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,128,128,0.000011770,0.010128319,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,256,256,0.000022947,0.010389786,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,256,256,0.000022947,0.010389785,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,512,512,0.000045307,0.010524580,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,512,512,0.000045307,0.010524580,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,1024,1024,0.000090902,0.010491213,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,1024,1024,0.000090902,0.010491217,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,2048,2048,0.000180120,0.010589322,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,2048,2048,0.000180120,0.010589317,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,4096,4096,0.000358810,0.010631539,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,4096,4096,0.000358810,0.010631536,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,8192,8192,0.000714379,0.010679762,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,8192,8192,0.000714379,0.010679759,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,16384,16384,0.001409235,0.010827710,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,16384,16384,0.001409235,0.010827714,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,32768,32768,0.002783797,0.010962575,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,32768,32768,0.002783796,0.010962576,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,65536,65536,0.005450820,0.011197426,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,65536,65536,0.005450820,0.011197427,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,131072,131072,0.010793388,0.011309731,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,131072,131072,0.010793395,0.011309724,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,262144,262144,0.021584690,0.011310824,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,262144,262144,0.021584701,0.011310818,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,524288,524288,0.043164288,0.011312158,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,524288,524288,0.043164294,0.011312156,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,1048576,1048576,0.086439156,0.011297687,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,1048576,1048576,0.086439183,0.011297683,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,2097152,2097152,0.172873952,0.011297972,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,2097152,2097152,0.172873907,0.011297975,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,4194304,4194304,0.345700350,0.011299526,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,4194304,4194304,0.345700482,0.011299521,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Consumer,0,8388608,8388608,0.691712758,0.011294428,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,64,Producer,1,8388608,8388608,0.691712503,0.011294432,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Consumer,0,4,4,0.000173731,0.000021443,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Producer,1,4,4,0.000173731,0.000021443,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Consumer,0,8,8,0.000003174,0.002347527,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Producer,1,8,8,0.000003174,0.002347526,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Consumer,0,16,16,0.000003208,0.004644856,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Producer,1,16,16,0.000003208,0.004644857,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Consumer,0,32,32,0.000004420,0.006742912,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Producer,1,32,32,0.000004420,0.006742911,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Consumer,0,64,64,0.000006220,0.009582432,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Producer,1,64,64,0.000006220,0.009582432,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
PT2PT,SPSC,2,1,1,10,128,Consumer,0,128,128,0.000011730,0.010162597,openmpi/4.1.1-ucx-no-verbs-no-libfabric,node03
