chantype,com_mech,num_procs,num_prod,num_cons,iterations,capacity,is_receiver,rank,byte,byte_indi,time,bandwidth,implementation
PT2PT,SPSC,2,1,1,10,1,Consumer,0,2048,2048,0.000331920,0.005746411,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,2048,2048,0.000331920,0.005746412,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,4096,4096,0.000683640,0.005579980,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,4096,4096,0.000683640,0.005579980,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,8192,8192,0.001289030,0.005918710,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,8192,8192,0.001289030,0.005918711,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,16384,16384,0.006020250,0.002534577,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,16384,16384,0.006020250,0.002534577,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,32768,32768,0.006732760,0.004532700,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,32768,32768,0.006732760,0.004532699,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,65536,65536,0.009413350,0.006483893,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,65536,65536,0.009413354,0.006483891,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,131072,131072,0.020102170,0.006072494,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,131072,131072,0.020102165,0.006072496,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Consumer,0,262144,262144,0.039124900,0.006240032,OpenMPI
PT2PT,SPSC,2,1,1,10,1,Producer,1,262144,262144,0.039124899,0.006240032,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,4,4,0.000008830,0.000421890,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,4,4,0.000008830,0.000421890,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,8,8,0.000005040,0.001478290,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,8,8,0.000005040,0.001478290,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,16,16,0.000006280,0.002372796,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,16,16,0.000006280,0.002372795,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,32,32,0.000010590,0.002814195,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,32,32,0.000010590,0.002814195,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,64,64,0.000015150,0.003934300,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,64,64,0.000015150,0.003934299,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,128,128,0.000027090,0.004400491,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,128,128,0.000027090,0.004400490,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,256,256,0.000047310,0.005039496,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,256,256,0.000047310,0.005039496,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,512,512,0.000065140,0.007320190,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,512,512,0.000065140,0.007320189,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,1024,1024,0.000161570,0.005902546,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,1024,1024,0.000161570,0.005902549,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,2048,2048,0.000269790,0.007069753,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,2048,2048,0.000269790,0.007069751,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,4096,4096,0.000498520,0.007652045,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,4096,4096,0.000498520,0.007652042,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,8192,8192,0.000860160,0.008869739,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,8192,8192,0.000860160,0.008869738,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,16384,16384,0.001620090,0.009418482,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,16384,16384,0.001620090,0.009418482,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,32768,32768,0.003464130,0.008809594,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,32768,32768,0.003464130,0.008809594,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,65536,65536,0.006327820,0.009645527,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,65536,65536,0.006327820,0.009645526,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,131072,131072,0.013994640,0.008722648,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,131072,131072,0.013994638,0.008722649,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Consumer,0,262144,262144,0.030412840,0.008027551,OpenMPI
PT2PT,SPSC,2,1,1,10,2,Producer,1,262144,262144,0.030412839,0.008027551,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,4,4,0.000005850,0.000636802,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,4,4,0.000005850,0.000636802,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,8,8,0.000003750,0.001986821,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,8,8,0.000003750,0.001986821,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,16,16,0.000008320,0.001791005,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,16,16,0.000008320,0.001791005,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,32,32,0.000011730,0.002540692,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,32,32,0.000011730,0.002540693,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,64,64,0.000020600,0.002893429,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,64,64,0.000020600,0.002893430,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,128,128,0.000025540,0.004667552,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,128,128,0.000025540,0.004667553,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,256,256,0.000038000,0.006274173,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,256,256,0.000038000,0.006274172,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,512,512,0.000090960,0.005242273,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,512,512,0.000090960,0.005242275,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,1024,1024,0.000159740,0.005970166,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,1024,1024,0.000159740,0.005970162,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,2048,2048,0.000321110,0.005939861,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,2048,2048,0.000321110,0.005939862,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,4096,4096,0.000461520,0.008265508,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,4096,4096,0.000461520,0.008265508,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,8192,8192,0.000828670,0.009206795,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,8192,8192,0.000828670,0.009206795,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,16384,16384,0.001720800,0.008867265,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,16384,16384,0.001720799,0.008867268,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,32768,32768,0.003597160,0.008483798,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,32768,32768,0.003597160,0.008483798,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,65536,65536,0.006455960,0.009454079,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,65536,65536,0.006455960,0.009454079,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,131072,131072,0.015033540,0.008119865,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,131072,131072,0.015033537,0.008119866,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Consumer,0,262144,262144,0.028872410,0.008455845,OpenMPI
PT2PT,SPSC,2,1,1,10,4,Producer,1,262144,262144,0.028872410,0.008455845,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,4,4,0.000007630,0.000488243,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,4,4,0.000007630,0.000488242,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,8,8,0.000007720,0.000965101,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,8,8,0.000007720,0.000965101,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,16,16,0.000006540,0.002278465,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,16,16,0.000006540,0.002278465,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,32,32,0.000018110,0.001645628,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,32,32,0.000018110,0.001645628,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,64,64,0.000021470,0.002776183,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,64,64,0.000021470,0.002776182,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,128,128,0.000027550,0.004327016,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,128,128,0.000027550,0.004327015,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,256,256,0.000043920,0.005428474,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,256,256,0.000043920,0.005428474,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,512,512,0.000100510,0.004744176,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,512,512,0.000100510,0.004744177,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,1024,1024,0.000213680,0.004463096,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,1024,1024,0.000213680,0.004463095,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,2048,2048,0.000354490,0.005380543,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,2048,2048,0.000354490,0.005380546,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,4096,4096,0.000648000,0.005886878,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,4096,4096,0.000648000,0.005886879,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,8192,8192,0.000942920,0.008091243,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,8192,8192,0.000942920,0.008091243,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,16384,16384,0.001637890,0.009316126,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,16384,16384,0.001637889,0.009316130,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,32768,32768,0.004134070,0.007381969,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,32768,32768,0.004134068,0.007381973,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,65536,65536,0.007412540,0.008234041,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,65536,65536,0.007412539,0.008234042,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,131072,131072,0.014839210,0.008226200,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,131072,131072,0.014839210,0.008226200,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Consumer,0,262144,262144,0.027348900,0.008926890,OpenMPI
PT2PT,SPSC,2,1,1,10,8,Producer,1,262144,262144,0.027348896,0.008926891,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,4,4,0.000006800,0.000547837,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,4,4,0.000006800,0.000547837,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,8,8,0.000007820,0.000952760,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,8,8,0.000007820,0.000952760,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,16,16,0.000014310,0.001041311,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,16,16,0.000014310,0.001041311,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,32,32,0.000008000,0.003725290,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,32,32,0.000008000,0.003725291,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,64,64,0.000017190,0.003467402,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,64,64,0.000017190,0.003467404,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,128,128,0.000025470,0.004680380,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,128,128,0.000025470,0.004680378,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,256,256,0.000043370,0.005497316,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,256,256,0.000043370,0.005497317,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,512,512,0.000068130,0.006998931,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,512,512,0.000068130,0.006998930,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,1024,1024,0.000170130,0.005605562,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,1024,1024,0.000170130,0.005605564,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,2048,2048,0.000257700,0.007401430,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,2048,2048,0.000257700,0.007401428,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,4096,4096,0.000500090,0.007628021,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,4096,4096,0.000500090,0.007628017,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,8192,8192,0.000928480,0.008217080,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,8192,8192,0.000928480,0.008217082,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,16384,16384,0.001706800,0.008939998,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,16384,16384,0.001706800,0.008940001,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,32768,32768,0.004658210,0.006551353,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,32768,32768,0.004658209,0.006551355,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,65536,65536,0.006671750,0.009148298,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,65536,65536,0.006671752,0.009148294,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,131072,131072,0.013802480,0.008844085,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,131072,131072,0.013802481,0.008844085,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Consumer,0,262144,262144,0.027085370,0.009013745,OpenMPI
PT2PT,SPSC,2,1,1,10,16,Producer,1,262144,262144,0.027085370,0.009013745,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,4,4,0.000009010,0.000413462,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,4,4,0.000009010,0.000413462,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,8,8,0.000005470,0.001362081,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,8,8,0.000005470,0.001362080,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,16,16,0.000006290,0.002369024,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,16,16,0.000006290,0.002369023,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,32,32,0.000016810,0.001772892,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,32,32,0.000016810,0.001772892,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,64,64,0.000017090,0.003487691,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,64,64,0.000017090,0.003487693,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,128,128,0.000024690,0.004828242,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,128,128,0.000024690,0.004828244,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,256,256,0.000048750,0.004890638,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,256,256,0.000048750,0.004890636,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,512,512,0.000076210,0.006256884,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,512,512,0.000076210,0.006256884,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,1024,1024,0.000185020,0.005154439,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,1024,1024,0.000185020,0.005154439,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,2048,2048,0.000270690,0.007046247,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,2048,2048,0.000270690,0.007046250,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,4096,4096,0.000471020,0.008098801,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,4096,4096,0.000471020,0.008098801,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,8192,8192,0.000936130,0.008149931,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,8192,8192,0.000936130,0.008149931,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,16384,16384,0.002593570,0.005883315,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,16384,16384,0.002593571,0.005883314,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,32768,32768,0.003807360,0.008015417,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,32768,32768,0.003807359,0.008015420,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,65536,65536,0.007079180,0.008621783,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,65536,65536,0.007079179,0.008621785,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,131072,131072,0.014702670,0.008302595,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,131072,131072,0.014702668,0.008302596,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Consumer,0,262144,262144,0.027399890,0.008910278,OpenMPI
PT2PT,SPSC,2,1,1,10,32,Producer,1,262144,262144,0.027399894,0.008910276,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,4,4,0.000007740,0.000481304,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,4,4,0.000007740,0.000481304,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,8,8,0.000005680,0.001311722,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,8,8,0.000005680,0.001311722,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,16,16,0.000013540,0.001100529,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,16,16,0.000013540,0.001100529,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,32,32,0.000007760,0.003840505,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,32,32,0.000007760,0.003840504,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,64,64,0.000014980,0.003978948,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,64,64,0.000014980,0.003978949,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,128,128,0.000026350,0.004524072,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,128,128,0.000026350,0.004524072,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,256,256,0.000054270,0.004393193,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,256,256,0.000054270,0.004393193,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,512,512,0.000082450,0.005783349,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,512,512,0.000082450,0.005783349,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,1024,1024,0.000165490,0.005762731,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,1024,1024,0.000165490,0.005762729,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,2048,2048,0.000313840,0.006077455,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,2048,2048,0.000313840,0.006077458,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,4096,4096,0.000679750,0.005611912,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,4096,4096,0.000679750,0.005611909,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,8192,8192,0.001156530,0.006596798,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,8192,8192,0.001156530,0.006596797,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,16384,16384,0.001954340,0.007807643,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,16384,16384,0.001954341,0.007807639,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,32768,32768,0.004325140,0.007055859,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,32768,32768,0.004325139,0.007055861,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,65536,65536,0.008199640,0.007443639,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Producer,1,65536,65536,0.008199642,0.007443636,OpenMPI
PT2PT,SPSC,2,1,1,10,64,Consumer,0,131072,131072,0.014264320,0.008557738,OpenMPI
